"Item","Name","Namespace","Category","Current","Suggested","KnownCost","CostSource","Steps","IngredientCount","RecipeCount","Processes","Candidate","Flags"
"cluttered:glowshroom_terrarium_blue","Blue Glowshroom Terrarium","cluttered","blocked","0",,,"","0","5","1","recipe","False",""
"cluttered:glowshroom_terrarium_green","Green Glowshroom Terrarium","cluttered","blocked","0",,,"","0","5","1","recipe","False",""
"cluttered:glowshroom_terrarium_pink","Pink Glowshroom Terrarium","cluttered","blocked","0",,,"","0","5","1","recipe","False",""
"cluttered:glowshroom_terrarium_purple","Purple Glowshroom Terrarium","cluttered","blocked","0",,,"","0","5","1","recipe","False",""
"cluttered:glowshroom_terrarium_yellow","Yellow Glowshroom Terrarium","cluttered","blocked","0",,,"","0","5","1","recipe","False",""
"cluttered:greenhouse_window","Alabaster Greenhouse Window","cluttered","blocked","0",,,"","0","1","1","cutting","False",""
"cluttered:greenhouse_window_arch_left","Alabaster Left Arch Window","cluttered","blocked","0",,,"","0","1","1","cutting","False",""
"cluttered:greenhouse_window_arch_right","Alabaster Right Arch Window","cluttered","blocked","0",,,"","0","1","1","cutting","False",""
"cluttered:greenhouse_window_circle","Alabaster Circle Window","cluttered","blocked","0",,,"","0","1","1","cutting","False",""
"cluttered:greenhouse_window_pointed","Alabaster Pointed Window","cluttered","blocked","0",,,"","0","1","1","cutting","False",""
"cluttered:greenhouse_window_radial_left","Alabaster Left Radial Window","cluttered","blocked","0",,,"","0","1","1","cutting","False",""
"cluttered:greenhouse_window_radial_right","Alabaster Right Radial Window","cluttered","blocked","0",,,"","0","1","1","cutting","False",""
"cluttered:greenhouse_window_rounded","Alabaster Rounded Window","cluttered","blocked","0",,,"","0","1","1","cutting","False",""
"cluttered:gumball_machine_blue","Blue Gumball Machine","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:gumball_machine_purple","Purple Gumball Machine","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:gumball_machine_red","Red Gumball Machine","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:halloween_wainscoting","Autumn Aubergine Wainscoting","cluttered","blocked","0",,"27","recipe","1","3","1","recipe","False",""
"cluttered:halloween_wallpaper","Halloween Wallpaper","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:halloween_wallpaper_bottom","Halloween Wallpaper Lower Trim","cluttered","blocked","0",,,"","0","0","0","","False",""
"cluttered:halloween_wallpaper_top","Halloween Wallpaper Upper Trim","cluttered","blocked","0",,,"","0","0","0","","False",""
"cluttered:ham_sandwich","Ham Sandwich","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:hand_drill","Hand Drill","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:hanging_cloth","Hanging Cloth","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:hanging_plant_pot_flowers","Hanging Flower Pot","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:hanging_plant_pot_grass","Hanging Grass Pot","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:hanging_shelves_plants","Hanging Plant Shelves","cluttered","blocked","0",,"33","recipe","2","3","1","recipe","False",""
"cluttered:hanging_shelves_pottery","Hanging Pottery Shelves","cluttered","blocked","0",,"113","recipe","2","3","1","recipe","False",""
"cluttered:hannish_tile","Hannish Tile","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:havana_cabinet","Havana Cabinet","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:havana_cabinet_cluttered","Cluttered Havana Cabinet","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:heart_cake","Heart Cake","cluttered","blocked","0",,,"","0","5","1","recipe","False",""
"cluttered:heavenly_ornamental_array","Heavenly Ornamental Array","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:honeycomb_lamp","Honeycomb Lamp","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:hoppin_park_lantern","Hoppin Park Lantern","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:imperial_chair","Imperial Chair","cluttered","blocked","0",,"180","recipe","2","4","1","recipe","False",""
"cluttered:imperial_table","Imperial Table","cluttered","blocked","0",,"128","recipe","2","4","1","recipe","False",""
"cluttered:jam_jar_apricot","Apricot Jam Jar Block","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:jam_jar_blueberry","Blueberry Jam Jar Block","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:jam_jar_cherry","Cherry Jam Jar Block","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:jam_jar_honey","Honey Jar Block","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:jam_jar_orange","Orange Marmalade Jar Block","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:jam_jar_strawberry","Strawberry Jam Jar Block","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:jam_jars","Jam Jars","cluttered","blocked","0",,"9","recipe","1","4","1","recipe","False",""
"cluttered:kitchen_set_brown_cabinet","Brown Cabinet","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:kitchen_set_brown_cabinet_glass","Brown Glass Cabinet","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:kitchen_set_brown_cabinet_inner_corner","Brown Inner Cabinet","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:kitchen_set_brown_cabinet_mini","Brown Half Cabinet","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:kitchen_set_brown_cabinet_open","Brown Open Cabinet","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:kitchen_set_brown_cabinet_outer_corner","Brown Outer Cabinet","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:kitchen_set_brown_counter","Brown Counter","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:kitchen_set_brown_counter_inner_corner","Brown Inner Counter","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:kitchen_set_brown_counter_outer_corner_left","Brown Outer Left Counter","cluttered","blocked","0",,,"","0","4","2","recipe","False",""
"cluttered:kitchen_set_brown_counter_outer_corner_right","Brown Outer Right Counter","cluttered","blocked","0",,,"","0","4","2","recipe","False",""
"cluttered:kitchen_set_brown_counter_sink","Brown Counter Sink","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:kitchen_set_light_green_cabinet","Lime Cabinet","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:kitchen_set_light_green_cabinet_glass","Lime Glass Cabinet","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:kitchen_set_light_green_cabinet_inner_corner","Lime Inner Cabinet","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:kitchen_set_light_green_cabinet_mini","Lime Half Cabinet","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:kitchen_set_light_green_cabinet_open","Lime Open Cabinet","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:kitchen_set_light_green_cabinet_outer_corner","Lime Outer Cabinet","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:kitchen_set_light_green_counter","Lime Counter","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:kitchen_set_light_green_counter_inner_corner","Lime Inner Counter","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:kitchen_set_light_green_counter_outer_corner_left","Lime Outer Left Counter","cluttered","blocked","0",,,"","0","4","2","recipe","False",""
"cluttered:kitchen_set_light_green_counter_outer_corner_right","Lime Outer Right Counter","cluttered","blocked","0",,,"","0","4","2","recipe","False",""
"cluttered:kitchen_set_light_green_counter_sink","Lime Counter Sink","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:kitchen_set_pink_cabinet","Pink Cabinet","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:kitchen_set_pink_cabinet_glass","Pink Glass Cabinet","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:kitchen_set_pink_cabinet_inner_corner","Pink Inner Cabinet","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:kitchen_set_pink_cabinet_mini","Pink Half Cabinet","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:kitchen_set_pink_cabinet_open","Pink Open Cabinet","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:kitchen_set_pink_cabinet_outer_corner","Pink Outer Cabinet","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:kitchen_set_pink_counter","Pink Counter","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:kitchen_set_pink_counter_inner_corner","Pink Inner Counter","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:kitchen_set_pink_counter_outer_corner_left","Pink Outer Left Counter","cluttered","blocked","0",,,"","0","4","2","recipe","False",""
"cluttered:kitchen_set_pink_counter_outer_corner_right","Pink Outer Right Counter","cluttered","blocked","0",,,"","0","4","2","recipe","False",""
"cluttered:kitchen_set_pink_counter_sink","Pink Counter Sink","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:kitchen_set_purple_cabinet","Purple Cabinet","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:kitchen_set_purple_cabinet_glass","Purple Glass Cabinet","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:kitchen_set_purple_cabinet_inner_corner","Purple Inner Cabinet","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:kitchen_set_purple_cabinet_mini","Purple Half Cabinet","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:kitchen_set_purple_cabinet_open","Purple Open Cabinet","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:kitchen_set_purple_cabinet_outer_corner","Purple Outer Cabinet","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:kitchen_set_purple_counter","Purple Counter","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:kitchen_set_purple_counter_inner_corner","Purple Inner Counter","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:kitchen_set_purple_counter_outer_corner_left","Purple Outer Left Counter","cluttered","blocked","0",,,"","0","4","2","recipe","False",""
"cluttered:kitchen_set_purple_counter_outer_corner_right","Purple Outer Right Counter","cluttered","blocked","0",,,"","0","4","2","recipe","False",""
"cluttered:kitchen_set_purple_counter_sink","Purple Counter Sink","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:kitchen_set_white_cabinet","White Cabinet","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:kitchen_set_white_cabinet_glass","White Glass Cabinet","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:kitchen_set_white_cabinet_inner_corner","White Inner Cabinet","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:kitchen_set_white_cabinet_mini","White Half Cabinet","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:kitchen_set_white_cabinet_open","White Open Cabinet","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:kitchen_set_white_cabinet_outer_corner","White Outer Cabinet","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:kitchen_set_white_counter","White Counter","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:kitchen_set_white_counter_inner_corner","White Inner Counter","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:kitchen_set_white_counter_outer_corner_left","White Outer Left Counter","cluttered","blocked","0",,,"","0","4","2","recipe","False",""
"cluttered:kitchen_set_white_counter_outer_corner_right","White Outer Right Counter","cluttered","blocked","0",,,"","0","4","2","recipe","False",""
"cluttered:kitchen_set_white_counter_sink","White Counter Sink","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:kitchen_set_yellow_cabinet","Yellow Cabinet","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:kitchen_set_yellow_cabinet_glass","Yellow Glass Cabinet","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:kitchen_set_yellow_cabinet_inner_corner","Yellow Inner Cabinet","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:kitchen_set_yellow_cabinet_mini","Yellow Half Cabinet","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:kitchen_set_yellow_cabinet_open","Yellow Open Cabinet","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:kitchen_set_yellow_cabinet_outer_corner","Yellow Outer Cabinet","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:kitchen_set_yellow_counter","Yellow Counter","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:kitchen_set_yellow_counter_inner_corner","Yellow Inner Counter","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:kitchen_set_yellow_counter_outer_corner_left","Yellow Outer Left Counter","cluttered","blocked","0",,,"","0","4","2","recipe","False",""
"cluttered:kitchen_set_yellow_counter_outer_corner_right","Yellow Outer Right Counter","cluttered","blocked","0",,,"","0","4","2","recipe","False",""
"cluttered:kitchen_set_yellow_counter_sink","Yellow Counter Sink","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:lemon_table","Lemon Table","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:lily_hills_tile","Lily Hills Tile","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:lovely_love_seat_basic","Lovely Love Seat","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:lovely_love_seat_black","Black Lovely Love Seat","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:lunar_observatory_basket_of_papers","Lunar Observatory Paper Basket","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:lunar_observatory_books","Lunar Observatory Books","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:lunar_observatory_globe","Lunar Observatory Globe","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:lunar_observatory_jar","Lunar Observatory Jars","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:lunar_observatory_pedestal_table","Lunar Observatory Pedestal Table","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:lunar_observatory_table","Lunar Observatory Table","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:madonna_ottoman","Madonna Ottoman","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:marble_acanthus","Marble Acanthus","cluttered","blocked","0",,,"","0","1","2","cutting","False",""
"cluttered:marble_balustrade","Marble Balustrade","cluttered","blocked","0",,,"","0","1","2","cutting","False",""
"cluttered:marble_border","Bordered Marble","cluttered","blocked","0",,,"","0","1","2","cutting","False",""
"cluttered:marble_brick_slab","Marble Brick Slab","cluttered","blocked","0",,,"","0","1","4","cutting,recipe","False",""
"cluttered:marble_brick_stairs","Marble Brick Stairs","cluttered","blocked","0",,,"","0","1","4","cutting,recipe","False",""
"cluttered:marble_bricks","Marble Bricks","cluttered","blocked","0",,,"","0","1","3","cutting,recipe","False",""
"cluttered:marble_chiseled_block","Chiseled Marble","cluttered","blocked","0",,,"","0","1","2","cutting","False",""
"cluttered:marble_helix","Marble Helix","cluttered","blocked","0",,,"","0","1","2","cutting","False",""
"cluttered:marble_marble_border","Bordered Marble","cluttered","blocked","0",,,"","0","0","0","","False",""
"cluttered:marble_meander","Marble Meander","cluttered","blocked","0",,,"","0","1","2","cutting","False",""
"cluttered:marble_picket_fence","Marble Picket Fence","cluttered","blocked","0",,,"","0","1","2","cutting","False",""
"cluttered:marble_picket_fence_gate","Marble Picket Fence Gate","cluttered","blocked","0",,,"","0","1","2","cutting","False",""
"cluttered:marble_pillar","Marble Pillar","cluttered","blocked","0",,,"","0","1","2","cutting","False",""
"cluttered:marble_pillar_base","Marble Pillar Base","cluttered","blocked","0",,,"","0","1","2","cutting","False",""
"cluttered:marble_pillar_doric","Marble Doric Pillar","cluttered","blocked","0",,,"","0","1","2","cutting","False",""
"cluttered:marble_pillar_ionic","Marble Ionic Pillar","cluttered","blocked","0",,,"","0","1","2","cutting","False",""
"cluttered:marble_polished","Polished Marble","cluttered","blocked","0",,,"","0","1","2","cutting,recipe","False",""
"cluttered:marble_slab","Marble Slab","cluttered","blocked","0",,,"","0","1","3","cutting,recipe","False",""
"cluttered:marble_stairs","Marble Stairs","cluttered","blocked","0",,,"","0","1","3","cutting,recipe","False",""
"cluttered:marble_subway_tiles","Marble Subway Tiles","cluttered","blocked","0",,,"","0","1","3","cutting","False",""
"cluttered:marble_sun_block","Marble Star","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:marble_tile","Marble Floor Tile","cluttered","blocked","0",,,"","0","1","2","cutting","False",""
"cluttered:marble_tile_border","Marble Border Tile","cluttered","blocked","0",,,"","0","1","2","cutting","False",""
"cluttered:marble_tile_border_circle","Circular Marble Border Tile","cluttered","blocked","0",,,"","0","1","2","cutting","False",""
"cluttered:marble_tile_border_detailed","Detailed Marble Border Tile","cluttered","blocked","0",,,"","0","1","2","cutting","False",""
"cluttered:marble_tile_chiseled","Chiseled Marble Tile","cluttered","blocked","0",,,"","0","1","2","cutting","False",""
"cluttered:marble_tile_corner","Marble Corner Tile","cluttered","blocked","0",,,"","0","1","2","cutting","False",""
"cluttered:marble_tile_corner_circle","Circular Marble Corner Tile","cluttered","blocked","0",,,"","0","1","2","cutting","False",""
"cluttered:marble_tiles","Marble Tiles","cluttered","blocked","0",,,"","0","1","2","cutting","False",""
"cluttered:marble_victorian_bracket","Marble Victorian Bracket","cluttered","blocked","0",,,"","0","1","1","cutting","False",""
"cluttered:marble_victorian_bracket_bow","Marble Bow Bracket","cluttered","blocked","0",,,"","0","1","1","cutting","False",""
"cluttered:marble_victorian_bracket_bow_scroll","Marble Bow-Scroll Bracket","cluttered","blocked","0",,,"","0","1","1","cutting","False",""
"cluttered:marble_victorian_bracket_scroll","Marble Scroll Bracket","cluttered","blocked","0",,,"","0","1","1","cutting","False",""
"cluttered:marble_victorian_bracket_scroll_shelf","Marble Shelf Bracket","cluttered","blocked","0",,,"","0","1","1","cutting","False",""
"cluttered:marble_victorian_bracket_star","Marble Star Bracket","cluttered","blocked","0",,,"","0","1","1","cutting","False",""
"cluttered:marble_victorian_bracket_star_scroll","Marble Star-Scroll Bracket","cluttered","blocked","0",,,"","0","1","1","cutting","False",""
"cluttered:marigold_wallpaper","Marigold Wallpaper","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:marigold_wallpaper_bottom","Marigold Wallpaper Lower Trim","cluttered","blocked","0",,,"","0","0","0","","False",""
"cluttered:marigold_wallpaper_top","Marigold Wallpaper Upper Trim","cluttered","blocked","0",,,"","0","0","0","","False",""
"cluttered:mermaid_dresser","Mermaid Dresser","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:mermaid_pearl","Mermaid Pearl","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:mini_cactus_set","Mini Cactus Set","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:mini_flag_ace","Mini Ace Flag","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:mini_flag_bi","Mini Bi Flag","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:mini_flag_lesbian","Mini Lesbian Flag","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:mini_flag_nonbinary","Mini Nonbinary Flag","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:mini_flag_pan","Mini Pan Flag","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:mini_flag_rainbow","Mini Rainbow Flag","cluttered","blocked","0",,,"","0","7","1","recipe","False",""
"cluttered:mini_flag_trans","Mini Trans Flag","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:mini_hanging_terrariums","Mini Hanging Terrariums","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:mint_wallpaper","Mint Wallpaper","cluttered","blocked","0",,,"","0","5","1","recipe","False",""
"cluttered:mint_wallpaper_bottom","Mint Wallpaper Lower Trim","cluttered","blocked","0",,,"","0","0","0","","False",""
"cluttered:mint_wallpaper_top","Mint Wallpaper Upper Trim","cluttered","blocked","0",,,"","0","0","0","","False",""
"cluttered:moon_decoration","Moon Wall Decoration","cluttered","blocked","0",,,"","0","1","1","recipe","False",""
"cluttered:moon_pendant","Moon Pendant","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:murex_cabinet","Murex Cabinet","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:murex_cabinet_cluttered","Cluttered Murex Cabinet","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:mushroom_jars","Mushroom Jars","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:mushroom_terrarium_brown","Brown Mushroom Terrarium","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:mushroom_terrarium_red","Red Mushroom Terrarium","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:newspaper_pile_short","Newspaper Pile","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:newspaper_pile_tall","Tall Newspaper Pile","cluttered","blocked","0",,,"","0","1","1","recipe","False",""
"cluttered:nightstand_green","Green Nightstand","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:office_supplies_a","Office Supplies A","cluttered","blocked","0",,"41","recipe","3","4","1","recipe","False",""
"cluttered:office_supplies_b","Office Supplies B","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:osson_pendant_black","Black Pendant Lamp","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:osson_pendant_brown","Brown Pendant Lamp","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:osson_pendant_orange","Orange Pendant Lamp","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:osson_pendant_racing_green","Green Pendant Lamp","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:osson_pendant_red","Red Pendant Lamp","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:osson_pendant_sage_green","Lime Pendant Lamp","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:osson_pendant_white","White Pendant Lamp","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:osson_pendant_yellow","Yellow Pendant Lamp","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:paint_water_jar","Paint Water Jar","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:pancake_stack","Pancake Stack","cluttered","blocked","0",,,"","0","5","1","recipe","False",""
"cluttered:paper_pile","Paper Pile","cluttered","blocked","0",,,"","0","1","1","recipe","False",""
"cluttered:pastel_bed","Pastel Bed","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:pastel_bunny_plushie","Pastel Bunny Plush","cluttered","blocked","0",,"192","recipe","1","2","1","recipe","False",""
"cluttered:pastel_cabinet","Pastel Cabinet","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:pastel_chair","Pastel Chair","cluttered","blocked","0",,"150","recipe","2","3","1","recipe","False",""
"cluttered:pastel_light","Pastel Light","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:pastel_stool","Pastel Stool","cluttered","blocked","0",,"120","recipe","1","2","1","recipe","False",""
"cluttered:pastel_table","Pastel Table","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:pastel_wardrobe","Pastel Wardrobe","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:pastry_display_case","Pastry Display Case","cluttered","blocked","0",,,"","0","5","1","recipe","False",""
"cluttered:pastry_display_course","Pastry Display Case","cluttered","blocked","0",,,"","0","0","0","","False",""
"cluttered:pastry_plate","Pastry Plate","cluttered","blocked","0",,,"","0","1","1","recipe","False",""
"cluttered:pedestal_hk","Hello Kitty Pedestal","cluttered","blocked","0",,"132","recipe","1","3","1","recipe","False",""
"cluttered:picnic_basket","Picnic Basket","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:picnic_basket_prepared","Prepared Picnic Basket","cluttered","blocked","0",,"16","recipe","3","3","1","recipe","False",""
"cluttered:pineapple","Decorative Pineapple","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:pink_striped_wallpaper","Pink Stripe Wallpaper","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:pink_striped_wallpaper_lower_trim","Pink Stripe Wallpaper Lower Trim","cluttered","blocked","0",,,"","0","0","0","","False",""
"cluttered:pink_striped_wallpaper_upper_trim","Pink Stripe Wallpaper Upper Trim","cluttered","blocked","0",,,"","0","0","0","","False",""
"cluttered:plant_ladder","Plant Ladder","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:pok_ta_pok_hoop","Pok Ta Pok Hoop","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:pok_ta_pok_hoop_snakes","Pok Ta Pok Snake Hoop","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:polaroid_camera","Polaroid Camera","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:polaroids_a","Polaroids A","cluttered","blocked","0",,,"","0","0","0","","False",""
"cluttered:polaroids_b","Polaroids B","cluttered","blocked","0",,,"","0","0","0","","False",""
"cluttered:polaroids_c","Polaroids C","cluttered","blocked","0",,,"","0","0","0","","False",""
"cluttered:poplar_bookshelf","Poplar Bookshelf","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:poplar_button","Poplar Button","cluttered","blocked","0",,,"","0","1","1","recipe","False",""
"cluttered:poplar_door","Poplar Door","cluttered","blocked","0",,,"","0","1","1","recipe","False",""
"cluttered:poplar_fence","Poplar Fence","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:poplar_fence_gate","Poplar Fence Gate","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:poplar_hanging_sign","Poplar Hanging Sign","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:poplar_leaves","Poplar Leaves","cluttered","blocked","0",,,"","0","0","0","","False",""
"cluttered:poplar_log","Poplar Log","cluttered","blocked","0",,,"","0","0","0","","False",""
"cluttered:poplar_planks","Poplar Planks","cluttered","blocked","0",,,"","0","1","1","recipe","False",""
"cluttered:poplar_pressure_plate","Poplar Pressure Plate","cluttered","blocked","0",,,"","0","1","1","recipe","False",""
"cluttered:poplar_sapling","Poplar Sapling","cluttered","blocked","0",,,"","0","0","0","","False",""
"cluttered:poplar_sign","Poplar Sign","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:poplar_slab","Poplar Slab","cluttered","blocked","0",,,"","0","1","1","recipe","False",""
"cluttered:poplar_stairs","Poplar Stairs","cluttered","blocked","0",,,"","0","1","1","recipe","False",""
"cluttered:poplar_trapdoor","Poplar Trapdoor","cluttered","blocked","0",,,"","0","1","1","recipe","False",""
"cluttered:poplar_wainscoting","Poplar Wainscoting","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:poplar_window","Poplar Window","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:poplar_window_pane","Poplar Window Pane","cluttered","blocked","0",,,"","0","1","1","recipe","False",""
"cluttered:poplar_wood","Poplar Wood","cluttered","blocked","0",,,"","0","1","1","recipe","False",""
